HitRate@10,Precision@10,Recall@10,NDCG@10,MRR@10,MAP@10,Coverage@10,UsersWithRecs,UsersEvaluated,Personalization@10,w_Popular,w_SVD,w_TFIDF,w_ContextTFIDF
0.02794005588011176,0.0027940055880111762,0.02794005588011176,0.0118298812036681,0.007075426055614016,0.007075426055614016,0.564404432132964,3937,3937,0.8970922485637799,0.0,0.6000000000000001,0.0,0.4
0.024384048768097535,0.002438404876809754,0.024384048768097535,0.011184959206991103,0.0072344787546717955,0.0072344787546717955,0.4792243767313019,3937,3937,0.7340555644337325,0.4,0.2,0.2,0.2
0.02667005334010668,0.002667005334010668,0.02667005334010668,0.011072746274913685,0.006495962198273603,0.006495962198273603,0.5200831024930748,3937,3937,0.8817196255994224,0.0,0.6000000000000001,0.2,0.2
0.023114046228092457,0.002311404622809246,0.023114046228092457,0.010814397433054367,0.00712108567074277,0.00712108567074277,0.47645429362880887,3937,3937,0.8021596440913465,0.2,0.4,0.2,0.2
0.02489204978409957,0.002489204978409957,0.02489204978409957,0.010279893786773695,0.005853502183194842,0.005853502183194842,0.5318559556786704,3937,3937,0.6563411435382437,0.6000000000000001,0.0,0.0,0.4
0.02159004318008636,0.002159004318008636,0.02159004318008636,0.010268582154382666,0.006870814535279865,0.006870814535279865,0.45914127423822715,3937,3937,0.7968776223862309,0.2,0.4,0.4,0.0
0.020574041148082298,0.00205740411480823,0.020574041148082298,0.010130274601653758,0.00699993146018038,0.00699993146018038,0.46537396121883656,3937,3937,0.7209357939269527,0.4,0.2,0.4,0.0
0.025146050292100583,0.0025146050292100585,0.025146050292100583,0.01011062504146919,0.005606355657155759,0.005606355657155759,0.47991689750692523,3937,3937,0.6243475991701857,0.6000000000000001,0.0,0.2,0.2
0.024130048260096522,0.002413004826009652,0.024130048260096522,0.009996545065214515,0.005899968149142647,0.005899968149142647,0.5214681440443213,3937,3937,0.8712197412512532,0.0,0.8,0.0,0.2
0.023622047244094488,0.002362204724409449,0.023622047244094488,0.009947859009031107,0.005902185613895037,0.005902185613895037,0.5020775623268698,3937,3937,0.8731887099597567,0.0,0.6000000000000001,0.4,0.0
0.021336042672085345,0.0021336042672085347,0.021336042672085345,0.009092991845069287,0.005533481701884038,0.005533481701884038,0.44113573407202217,3937,3937,0.7631495273103692,0.2,0.6000000000000001,0.0,0.2
0.022606045212090423,0.0022606045212090423,0.022606045212090423,0.009092341804304698,0.005190681809935048,0.005190681809935048,0.4695290858725762,3937,3937,0.853314970199383,0.0,0.8,0.2,0.0
