HitRate@10,Precision@10,Recall@10,NDCG@10,MRR@10,MAP@10,Coverage@10,UsersWithRecs,UsersEvaluated,Personalization@10,Model
0.04064008128016256,0.004064008128016256,0.04064008128016256,0.020009858824976568,0.013873366635622159,0.013873366635622159,0.675207756232687,3933,3937,0.9540100982216172,Context-aware Content TF-IDF
0.03937007874015748,0.003937007874015748,0.03937007874015748,0.019642745761326724,0.013746366381621652,0.013746366381621652,0.6662049861495845,3937,3937,0.9441694473645186,Hybrid (best 4-model)
0.03835407670815342,0.0038354076708153415,0.03835407670815342,0.01934905531040685,0.013644766178421247,0.013644766178421247,0.6662049861495845,3937,3937,0.9434745950957135,Hybrid (best 3-model)
0.0365760731521463,0.003657607315214631,0.0365760731521463,0.01705727433175048,0.011219867677830595,0.011219867677830595,0.628808864265928,3933,3937,0.9168041881212309,Content TF-IDF
0.024130048260096522,0.002413004826009652,0.024130048260096522,0.013070076173746368,0.009697275743757835,0.009697275743757835,0.5270083102493075,3937,3937,0.8242697963097586,Hybrid (initial)
0.009906019812039623,0.0009906019812039625,0.009906019812039623,0.004911206887642408,0.003394636154351674,0.003394636154351674,0.13642659279778394,3937,3937,0.7682431760249501,SVD
0.00762001524003048,0.000762001524003048,0.00762001524003048,0.003404463824588135,0.002125036789756119,0.002125036789756119,0.012465373961218837,3937,3937,0.02151433870071129,Popular
