HitRate@10,Precision@10,Recall@10,NDCG@10,MRR@10,MAP@10,Coverage@10,UsersWithRecs,UsersEvaluated,Personalization@10,Model,fold,test_period
0.03804737975592247,0.0038047379755922475,0.021189279731993298,0.018192189792746435,0.012197609362002758,0.00665812053464602,0.01662049861495845,1393,1393,0.07708948366263013,Popular,1,2012-10
0.01722900215362527,0.0017229002153625272,0.01010494650121355,0.008301572983682878,0.005621075901047186,0.0039948894130516525,0.5678670360110804,1393,1393,0.9623162563790879,Item-based CF,1,2012-10
0.014357501794687724,0.0014357501794687725,0.007963285816839298,0.005507457841650849,0.0028891623651135494,0.0016800745982368378,0.09418282548476455,1393,1393,0.8958413813833757,User-based CF,1,2012-10
0.03111111111111111,0.0032592592592592595,0.01905643738977072,0.016593479632758104,0.012314226925338035,0.00709574270037233,0.01662049861495845,1350,1350,0.09215206169915569,Popular,2,2012-11
0.017777777777777778,0.0017777777777777776,0.012037037037037037,0.008019483561720341,0.005056143445032334,0.0035413972173231434,0.5727146814404432,1350,1350,0.9754247644381845,Item-based CF,2,2012-11
0.013333333333333334,0.0013333333333333333,0.008172839506172837,0.005175799762117326,0.0027445620223398,0.0016229178914364097,0.10041551246537396,1350,1350,0.8868410661924252,User-based CF,2,2012-11
0.03529411764705882,0.0035294117647058825,0.026019607843137255,0.016689573071555965,0.011141923436041081,0.007959570494864612,0.01662049861495845,850,850,0.0970363931325855,Popular,3,2012-12
0.01411764705882353,0.0014117647058823533,0.006777493606138107,0.005973076670643625,0.003566293183940243,0.001507195631875939,0.5512465373961218,850,850,0.9776890393916706,Item-based CF,3,2012-12
0.007058823529411765,0.0007058823529411764,0.005306905370843989,0.003128175925158718,0.0019047619047619048,0.0014667823651199608,0.10803324099722991,850,850,0.8788868560635562,User-based CF,3,2012-12
