HitRate@10,Precision@10,Recall@10,NDCG@10,MRR@10,MAP@10,Coverage@10,UsersWithRecs,UsersEvaluated,Personalization@10,w_Popular,w_SVD,w_ContextTFIDF
0.019304038608077216,0.0019304038608077216,0.019304038608077216,0.008094027632505779,0.004861892263467066,0.004861892263467066,0.41897506925207756,3937,3937,0.7086938187757288,0.4,0.4,0.2
0.019304038608077216,0.0019304038608077218,0.019304038608077216,0.007991631028967383,0.004694070499252109,0.004694070499252109,0.4224376731301939,3937,3937,0.6730277059574478,0.5,0.30000000000000004,0.2
0.02032004064008128,0.002032004064008128,0.02032004064008128,0.007859395985911911,0.00418475916316912,0.00418475916316912,0.4439058171745152,3937,3937,0.5193585173520338,0.7000000000000001,0.1,0.2
0.019304038608077216,0.0019304038608077218,0.019304038608077216,0.007834902153848222,0.004419104869955772,0.004419104869955772,0.4265927977839335,3937,3937,0.6212535870615559,0.6000000000000001,0.2,0.2
0.020066040132080264,0.0020066040132080266,0.020066040132080264,0.007184283610388277,0.003541089621861783,0.003541089621861783,0.4231301939058172,3937,3937,0.43936174713729814,0.9,0.0,0.1
0.01600203200406401,0.001600203200406401,0.01600203200406401,0.0069256666047455735,0.004286258572517145,0.004286258572517145,0.3559556786703601,3937,3937,0.7044490376081981,0.2,0.7000000000000001,0.1
0.015748031496062992,0.0015748031496062992,0.015748031496062992,0.0068837731387696634,0.0042610601094218055,0.0042610601094218055,0.36634349030470914,3937,3937,0.8239039111582651,0.0,1.0,0.0
0.014986029972059944,0.0014986029972059946,0.014986029972059944,0.006540219354168297,0.004088501034144925,0.004088501034144925,0.3414127423822715,3937,3937,0.685073295367655,0.30000000000000004,0.6000000000000001,0.1
0.01651003302006604,0.001651003302006604,0.01651003302006604,0.006102619638373824,0.003136805479960166,0.003136805479960166,0.35803324099722994,3937,3937,0.4274553422529376,0.8,0.1,0.1
0.013208026416052832,0.0013208026416052833,0.013208026416052832,0.006046792999022237,0.003977023033411146,0.003977023033411146,0.3060941828254848,3937,3937,0.6398732966152759,0.4,0.5,0.1
0.012192024384048768,0.0012192024384048768,0.012192024384048768,0.005616475573883648,0.0037178820389386818,0.0037178820389386818,0.29293628808864264,3937,3937,0.5949436760208893,0.5,0.4,0.1
0.010414020828041656,0.0010414020828041655,0.010414020828041656,0.005175845447380329,0.0035892690833000712,0.0035892690833000712,0.1634349030470914,3937,3937,0.6835704023150495,0.1,0.9,0.0
0.009906019812039623,0.0009906019812039625,0.009906019812039623,0.005012486773528703,0.003524055460809334,0.003524055460809334,0.16066481994459833,3937,3937,0.6592528680893397,0.2,0.8,0.0
0.01143002286004572,0.001143002286004572,0.01143002286004572,0.005003185544837483,0.0031178562357124713,0.0031178562357124713,0.29085872576177285,3937,3937,0.5393803556784813,0.6000000000000001,0.30000000000000004,0.1
0.009906019812039623,0.0009906019812039625,0.009906019812039623,0.0049506307557510435,0.0034602529522519358,0.0034602529522519358,0.157202216066482,3937,3937,0.6365172216182906,0.30000000000000004,0.7000000000000001,0.0
0.009652019304038608,0.0009652019304038609,0.009652019304038608,0.004945595675707661,0.0035488507484951483,0.0035488507484951483,0.15581717451523547,3937,3937,0.6084286710619438,0.4,0.6000000000000001,0.0
0.009398018796037593,0.0009398018796037593,0.009398018796037593,0.004806474605097073,0.0034475529268518856,0.0034475529268518856,0.15166204986149584,3937,3937,0.5764753256185471,0.5,0.5,0.0
0.011176022352044705,0.0011176022352044706,0.011176022352044705,0.004520325131022752,0.0025734686390007705,0.0025734686390007705,0.2894736842105263,3937,3937,0.4684213584364474,0.7000000000000001,0.2,0.1
0.01143002286004572,0.001143002286004572,0.01143002286004572,0.004517332343860941,0.0025166209062576854,0.0025166209062576854,0.20221606648199447,3937,3937,0.3121556759873393,1.0,0.0,0.0
0.008382016764033528,0.0008382016764033527,0.008382016764033528,0.004360165143810935,0.003149908680769742,0.003149908680769742,0.1481994459833795,3937,3937,0.5367866334223754,0.6000000000000001,0.4,0.0
0.007874015748031496,0.0007874015748031496,0.007874015748031496,0.0038186715062840516,0.002570948792691236,0.002570948792691236,0.14542936288088643,3937,3937,0.4891373488392231,0.7000000000000001,0.30000000000000004,0.0
0.008128016256032511,0.0008128016256032512,0.008128016256032511,0.0035476425829102146,0.0021723091065229748,0.0021723091065229748,0.14127423822714683,3937,3937,0.3717381135898171,0.9,0.1,0.0
0.007366014732029464,0.0007366014732029465,0.007366014732029464,0.003369143891514139,0.0021426757139228567,0.0021426757139228567,0.1419667590027701,3937,3937,0.42390347587105803,0.8,0.2,0.0
